Record ID,Date,Time,First Response Time (seconds),Call Handle Time (minutes),First Call Resolution (FCR) (Yes/No),Quality of Recent Support (Rating),Average Wait Time (seconds),Customer Satisfaction & Recommendations (Rating),Agent ID/Name,Customer Retention (Yes/No),Fully Burdened Cost per call,Revenue per Call ($),Customer ID,Customer Inquiry Topic,Product Discussed,Customer Revenue ($),Second_Time_Resolution,Repeat
8132,11/20/2023,02:29:29,15,23.25,Yes,5,170,4,Agent 18,No,17.91,240.49,Cust204,Product Feedback,Laptop,6109.66,11/20/2023 04:28:40,Yes
8133,10/25/2023,06:39:13,22,1.2,Yes,5,233,3,Agent 6,No,125.96,138.82,Cust7354,Data Security,Charger,6356.7,,No
8134,11/21/2023,11:10:53,49,32.66,Yes,3,26,4,Agent 3,No,60.0,158.54,Cust4344,Shipping Status,Router,4901.1,,No
8135,11/6/2023,23:47:59,58,10.57,No,4,139,4,Agent 19,No,98.4,366.33,Cust3793,Technical Support,Tablet,8350.49,,No
8136,11/2/2023,19:48:55,63,10.62,No,4,155,4,Agent 19,No,104.88,343.21,Cust8991,Technical Support,Tablet,8493.09,,No
8137,10/26/2023,02:34:35,94,43.19,Yes,5,91,2,Agent 31,Yes,35.94,73.89,Cust8032,Billing Inquiry,Headphones,5138.57,,No
8138,10/20/2023,19:50:40,119,54.53,No,2,172,3,Agent 6,No,23.14,28.87,Cust7330,Warranty Claim,Router,5715.72,10/21/2023 23:46:16,Yes
8139,10/28/2023,08:05:12,13,37.71,Yes,2,34,4,Agent 18,Yes,93.02,224.02,Cust6990,Promotions & Offers,Router,1344.15,,No
8140,11/1/2023,14:04:07,111,51.65,No,2,262,5,Agent 10,Yes,118.34,388.72,Cust2532,Product Feedback,Printer,5963.65,11/02/2023 13:59:46,Yes
8141,11/9/2023,15:05:32,93,30.98,Yes,4,241,1,Agent 22,Yes,132.86,45.85,Cust9349,Return & Refund,Smartwatch,2835.12,,No
8142,11/14/2023,14:05:20,89,55.88,Yes,1,239,3,Agent 44,No,195.62,96.85,Cust401,Account Management,Smartphone,5636.15,,No
8143,10/18/2023,10:03:00,87,54.3,No,3,127,3,Agent 14,No,148.73,240.98,Cust3390,Data Security,Smartphone,2721.52,,No
8144,11/23/2023,16:38:32,48,26.95,No,3,288,2,Agent 30,No,177.4,250.9,Cust1398,Return & Refund,Tablet,669.77,11/23/2023 20:29:13,Yes
8145,10/26/2023,15:17:44,44,35.37,Yes,4,281,4,Agent 32,Yes,110.68,235.16,Cust1965,Return & Refund,Camera,1046.09,,No
8146,11/12/2023,19:15:00,109,42.52,No,2,226,1,Agent 45,Yes,85.3,55.52,Cust7813,Product Feedback,Speaker,1685.68,,No
8147,11/17/2023,21:57:46,25,24.5,No,3,106,3,Agent 20,Yes,118.49,421.3,Cust2295,Shipping Status,Smartphone,9583.64,11/18/2023 02:37:26,Yes
8148,11/2/2023,08:54:09,68,5.69,No,1,234,2,Agent 47,Yes,57.32,238.36,Cust4860,Account Management,Speaker,5161.58,11/02/2023 14:02:27,Yes
8149,11/3/2023,04:26:59,44,20.53,No,3,11,2,Agent 43,No,123.52,61.3,Cust6976,Data Security,Charger,5787.47,,No
8150,10/18/2023,14:53:47,88,39.05,No,2,123,1,Agent 35,No,165.57,334.73,Cust4789,Product Feedback,Speaker,9951.03,10/19/2023 13:15:05,Yes
8151,11/2/2023,00:06:54,17,33.46,No,5,150,4,Agent 38,Yes,165.51,330.88,Cust2606,Account Management,Smartphone,8044.79,11/02/2023 00:52:05,Yes
8152,11/23/2023,02:56:21,5,56.04,No,2,227,4,Agent 17,No,136.99,15.47,Cust8445,Shipping Status,Laptop,2954.48,,No
8153,10/31/2023,10:49:51,29,36.16,No,3,110,3,Agent 21,No,191.83,146.49,Cust3230,Data Security,Laptop,4696.09,,No
8154,11/21/2023,12:46:05,112,45.85,Yes,2,178,3,Agent 21,No,63.67,313.98,Cust4481,Data Security,Charger,6464.9,,No
8155,11/13/2023,16:35:44,18,28.09,No,5,145,4,Agent 38,Yes,160.39,339.94,Cust2206,Account Management,Smartphone,8275.43,,No
8156,11/21/2023,00:51:54,63,38.92,Yes,1,290,2,Agent 30,No,37.08,465.54,Cust4388,Shipping Status,Camera,7117.17,,No
8157,10/24/2023,12:44:26,94,49.33,Yes,2,114,2,Agent 36,Yes,27.37,196.59,Cust346,Warranty Claim,Router,4073.93,,No
8158,11/12/2023,09:46:33,13,31.91,Yes,2,299,1,Agent 19,No,131.54,32.59,Cust628,Technical Support,Router,6101.1,,No
8159,10/20/2023,16:21:08,110,13.36,Yes,3,67,2,Agent 1,No,68.37,356.52,Cust234,Product Feedback,Smartwatch,3824.06,10/25/2023 04:48:22,No
8160,11/5/2023,04:02:46,109,42.92,Yes,4,276,1,Agent 9,No,183.24,429.1,Cust7760,Return & Refund,Smartphone,4346.24,,No
8161,11/14/2023,14:59:04,80,51.45,No,2,174,3,Agent 6,No,53.04,68.91,Cust2951,Product Setup,Smartwatch,5026.38,11/16/2023 14:53:04,Yes
8162,10/23/2023,04:02:50,14,55.16,No,2,254,4,Agent 17,No,150.13,37.2,Cust4377,Shipping Status,Laptop,2878.4,10/23/2023 11:41:18,Yes
8163,11/23/2023,23:39:08,99,3.79,No,2,110,4,Agent 31,No,109.55,362.91,Cust4054,Promotions & Offers,Tablet,8709.99,11/25/2023 14:59:35,Yes
8164,11/4/2023,11:12:32,62,51.05,No,2,28,5,Agent 40,Yes,113.51,469.12,Cust9257,Product Setup,Smartwatch,3453.65,11/04/2023 20:00:06,Yes
8165,11/3/2023,13:52:18,60,22.48,Yes,4,40,1,Agent 17,No,126.21,311.66,Cust7790,Shipping Status,Speaker,8904.04,,No
8166,11/21/2023,01:55:21,44,7.31,Yes,3,120,5,Agent 13,No,26.2,469.5,Cust2217,Product Setup,Speaker,7860.55,,No
8167,11/20/2023,01:13:18,40,56.14,No,4,11,1,Agent 15,No,136.76,278.02,Cust618,Promotions & Offers,Tablet,5967.47,11/20/2023 04:42:31,Yes
8168,11/22/2023,07:25:34,107,37.34,Yes,4,168,4,Agent 39,No,66.17,22.5,Cust1864,Promotions & Offers,Charger,6533.15,,No
8169,11/12/2023,10:48:18,93,36.56,No,3,215,3,Agent 27,Yes,12.0,383.07,Cust1834,Warranty Claim,Headphones,7770.02,,No
8170,11/12/2023,03:18:44,87,50.33,Yes,1,43,4,Agent 21,Yes,105.73,430.55,Cust32,Promotions & Offers,Smartphone,6139.22,,No
8171,10/25/2023,21:10:53,39,6.49,Yes,3,123,5,Agent 13,No,38.08,452.48,Cust7213,Product Setup,Speaker,7124.73,,No
8172,11/15/2023,08:14:16,81,55.27,Yes,1,143,1,Agent 12,Yes,19.01,167.53,Cust6785,Billing Inquiry,Camera,112.07,,No
8173,11/10/2023,12:32:50,115,31.51,No,4,134,2,Agent 6,No,162.85,193.62,Cust5484,Return & Refund,Camera,7918.6,,No
8174,10/30/2023,09:46:31,64,52.87,No,5,45,5,Agent 16,Yes,118.18,25.92,Cust5298,Technical Support,Laptop,9588.96,11/01/2023 14:53:17,No
8175,11/24/2023,07:09:20,82,22.52,Yes,3,207,4,Agent 27,No,88.48,394.22,Cust2696,Product Feedback,Smartwatch,2763.31,,No
8176,11/5/2023,02:54:24,56,20.8,Yes,4,41,1,Agent 17,No,129.15,313.21,Cust2786,Shipping Status,Speaker,9331.58,,No
8177,11/14/2023,14:07:44,114,41.47,Yes,4,267,1,Agent 9,No,197.8,431.83,Cust917,Return & Refund,Smartphone,3867.7,,No
8178,11/12/2023,07:08:02,47,16.42,Yes,4,153,1,Agent 18,Yes,138.52,134.3,Cust3255,Product Setup,Smartphone,8940.03,,No
8179,10/17/2023,03:10:24,17,43.34,No,4,231,1,Agent 14,Yes,177.11,43.04,Cust4085,Product Setup,Printer,9168.86,10/17/2023 09:07:28,Yes
8180,11/3/2023,22:40:14,118,27.66,No,5,172,1,Agent 50,Yes,137.1,198.71,Cust2981,Product Feedback,Speaker,3330.46,11/04/2023 00:29:56,Yes
8181,11/9/2023,22:37:16,69,55.17,Yes,1,132,1,Agent 12,Yes,22.05,177.08,Cust8796,Billing Inquiry,Camera,112.07,11/10/2023 17:55:26,Yes
8182,11/25/2023,15:05:05,42,59.77,No,5,271,3,Agent 46,Yes,68.36,10.98,Cust3773,Product Setup,Speaker,2902.19,,No
8183,10/22/2023,20:56:49,8,39.62,Yes,3,82,2,Agent 11,Yes,44.27,26.09,Cust7425,Product Feedback,Speaker,3261.26,10/28/2023 15:32:15,No
8184,11/12/2023,22:26:53,34,16.66,No,3,11,2,Agent 43,No,137.06,82.97,Cust3016,Data Security,Charger,5998.25,11/14/2023 16:16:25,Yes
8185,11/3/2023,03:23:46,35,59.77,No,5,278,3,Agent 46,Yes,73.78,27.69,Cust8647,Product Setup,Speaker,2912.81,,No
8186,11/4/2023,11:52:30,86,36.05,Yes,1,236,1,Agent 41,No,94.6,334.57,Cust4292,Technical Support,Smartphone,4394.7,11/05/2023 08:18:18,Yes
8187,10/23/2023,00:47:13,29,56.86,Yes,2,145,2,Agent 5,No,45.22,213.35,Cust7463,Technical Support,Router,4455.98,,No
8188,11/6/2023,20:59:05,54,52.81,Yes,3,57,4,Agent 3,Yes,160.71,249.46,Cust8323,Account Management,Camera,222.13,11/07/2023 07:30:33,Yes
8189,10/18/2023,13:00:20,118,52.37,No,2,166,3,Agent 6,No,23.66,64.86,Cust8305,Warranty Claim,Router,6107.48,10/18/2023 19:44:37,Yes
8190,11/2/2023,05:49:48,84,30.62,Yes,5,79,2,Agent 44,Yes,157.81,416.43,Cust5223,Shipping Status,Speaker,6252.17,,No
8191,11/1/2023,21:36:12,112,54.81,Yes,2,62,5,Agent 4,No,136.82,346.62,Cust8152,Product Setup,Charger,9845.11,11/04/2023 08:24:50,No
8192,10/23/2023,15:19:47,31,33.77,No,3,131,5,Agent 21,No,26.74,257.85,Cust7640,Product Setup,Camera,4972.95,10/24/2023 14:41:02,Yes
8193,11/25/2023,12:54:55,46,1.94,Yes,3,101,2,Agent 36,No,32.03,427.73,Cust1944,Warranty Claim,Camera,9180.18,,No
8194,11/14/2023,03:38:37,21,39.06,Yes,3,60,3,Agent 22,No,63.4,69.01,Cust5632,Promotions & Offers,Tablet,3106.19,,No
8195,11/23/2023,20:40:25,38,26.45,No,3,280,2,Agent 30,No,163.46,262.54,Cust5129,Return & Refund,Tablet,1030.01,11/25/2023 10:13:40,Yes
8196,11/15/2023,08:27:00,7,29.03,Yes,2,290,1,Agent 19,No,113.73,18.61,Cust2722,Technical Support,Router,5778.65,11/20/2023 03:33:30,No
8197,11/5/2023,10:17:46,55,9.35,No,4,234,5,Agent 27,No,51.56,461.29,Cust6701,Product Feedback,Laptop,3440.85,11/07/2023 19:25:56,No
8198,11/10/2023,04:08:39,88,14.47,No,1,167,2,Agent 12,Yes,87.22,215.37,Cust9535,Technical Support,Headphones,8953.64,11/10/2023 06:36:47,Yes
8199,10/23/2023,09:57:03,93,43.8,No,3,278,1,Agent 9,Yes,170.18,202.19,Cust4318,Product Feedback,Speaker,9405.92,10/23/2023 18:38:43,Yes
8200,10/22/2023,19:36:04,117,34.39,No,5,167,1,Agent 50,Yes,134.5,220.64,Cust1810,Product Feedback,Speaker,3383.77,10/23/2023 03:35:16,Yes
8201,11/5/2023,03:02:13,89,26.92,Yes,2,87,3,Agent 48,Yes,87.55,383.56,Cust7280,Return & Refund,Smartphone,6507.39,,No
8202,10/24/2023,19:37:37,66,54.14,Yes,1,200,4,Agent 12,Yes,89.48,409.69,Cust9343,Data Security,Headphones,9944.41,,No
8203,11/16/2023,10:49:26,96,22.08,No,3,167,2,Agent 48,No,73.84,242.47,Cust436,Warranty Claim,Tablet,343.27,,No
8204,10/28/2023,13:35:20,12,4.5,No,4,120,4,Agent 49,No,150.74,425.61,Cust9209,Promotions & Offers,Charger,8620.2,,No
8205,10/20/2023,04:45:59,78,1.2,No,3,221,4,Agent 46,No,68.14,322.29,Cust7175,Billing Inquiry,Headphones,1988.38,10/20/2023 10:10:07,Yes
8206,11/9/2023,01:56:51,23,30.51,Yes,5,236,4,Agent 26,Yes,17.7,373.92,Cust1814,Promotions & Offers,Camera,9685.1,,No
8207,11/7/2023,21:14:54,64,56.48,No,3,231,1,Agent 2,Yes,105.42,176.74,Cust3635,Return & Refund,Smartphone,2968.05,11/09/2023 21:08:54,Yes
8208,10/27/2023,03:17:20,14,33.03,Yes,2,299,1,Agent 19,No,121.35,24.38,Cust1595,Technical Support,Router,6145.94,11/02/2023 02:28:18,No
8209,10/21/2023,20:26:47,24,25.65,Yes,5,179,4,Agent 18,No,18.61,229.11,Cust5534,Product Feedback,Laptop,6880.3,,No
8210,11/10/2023,19:17:01,57,9.66,No,4,141,4,Agent 19,No,99.66,365.53,Cust2879,Technical Support,Tablet,8361.62,,No
8211,11/15/2023,06:24:06,73,4.38,Yes,4,276,4,Agent 32,Yes,99.88,257.32,Cust6257,Product Setup,Camera,9220.59,,No
8212,10/24/2023,06:14:25,21,13.52,No,1,243,4,Agent 16,No,123.11,163.72,Cust5974,Promotions & Offers,Tablet,8655.33,10/24/2023 23:40:53,Yes
8213,11/15/2023,11:42:57,6,33.85,Yes,2,291,1,Agent 19,No,118.79,26.87,Cust7778,Technical Support,Router,5964.01,11/15/2023 15:06:14,Yes
8214,11/11/2023,21:08:26,8,58.71,No,4,277,1,Agent 11,Yes,63.04,84.63,Cust4227,Data Security,Camera,7393.81,11/17/2023 17:13:58,No
8215,11/16/2023,15:08:12,24,20.37,No,3,91,1,Agent 35,Yes,144.08,97.26,Cust5962,Product Setup,Printer,2216.54,,No
8216,10/19/2023,06:18:20,118,54.43,Yes,2,61,5,Agent 4,No,153.77,336.28,Cust8374,Product Setup,Charger,9972.6,10/19/2023 06:58:29,Yes
8217,11/24/2023,06:38:31,108,16.29,Yes,3,11,1,Agent 6,Yes,143.48,497.98,Cust4214,Technical Support,Tablet,278.99,,No
8218,11/12/2023,00:59:23,37,13.34,Yes,2,139,5,Agent 3,No,41.54,421.05,Cust9646,Promotions & Offers,Smartwatch,574.66,,No
8219,10/27/2023,01:00:20,87,27.55,Yes,2,75,3,Agent 48,Yes,93.09,334.67,Cust4569,Return & Refund,Smartphone,6228.97,,No
8220,11/20/2023,17:28:04,19,24.43,Yes,1,232,2,Agent 3,No,181.21,100.31,Cust4361,Technical Support,Smartphone,3586.23,,No
8221,11/8/2023,21:28:53,69,32.37,Yes,5,91,2,Agent 39,No,106.17,347.94,Cust5887,Technical Support,Smartphone,7180.93,11/14/2023 18:20:08,No
8222,10/23/2023,02:53:20,40,39.65,Yes,3,44,1,Agent 38,No,91.79,177.66,Cust142,Product Feedback,Speaker,8313.8,,No
8223,11/19/2023,17:55:49,70,9.7,Yes,4,269,4,Agent 32,Yes,99.31,253.87,Cust5238,Product Setup,Camera,9119.71,,No
8224,11/14/2023,12:59:38,56,55.46,Yes,3,53,4,Agent 3,Yes,157.15,266.76,Cust9612,Account Management,Camera,651.74,,No
8225,10/27/2023,21:39:43,98,31.82,No,3,220,3,Agent 27,Yes,10.24,316.87,Cust6224,Warranty Claim,Headphones,7778.86,,No
8226,11/7/2023,10:04:10,104,13.66,Yes,5,66,4,Agent 47,No,64.08,400.72,Cust4141,Account Management,Smartphone,2441.83,,No
8227,11/1/2023,15:32:20,77,8.19,No,3,60,3,Agent 20,Yes,146.38,181.98,Cust4507,Product Feedback,Charger,5537.42,,No
8228,10/16/2023,23:36:29,31,13.56,No,1,28,5,Agent 42,Yes,118.45,346.86,Cust4941,Product Feedback,Printer,9972.6,,No
8229,11/4/2023,18:47:50,114,46.17,No,1,161,2,Agent 30,No,98.5,156.52,Cust1076,Billing Inquiry,Laptop,1901.09,11/07/2023 17:52:22,No
8230,10/26/2023,02:48:59,66,56.46,Yes,1,213,4,Agent 12,Yes,80.95,380.5,Cust6166,Data Security,Headphones,9684.5,11/04/2023 18:38:01,No
8231,10/22/2023,21:01:35,105,32.91,No,3,127,2,Agent 32,No,158.76,117.98,Cust1198,Billing Inquiry,Camera,5116.33,10/28/2023 00:50:14,No
8232,10/20/2023,09:50:33,81,41.33,Yes,5,277,2,Agent 43,Yes,153.26,351.91,Cust7506,Product Feedback,Speaker,7216.46,10/23/2023 06:10:35,No
8233,10/25/2023,15:08:37,77,59.77,No,2,29,1,Agent 36,No,76.32,349.0,Cust1103,Data Security,Headphones,8504.21,10/26/2023 17:15:55,Yes
8234,11/16/2023,00:45:03,108,51.43,Yes,2,57,5,Agent 4,No,149.08,351.33,Cust4732,Product Setup,Charger,9972.6,,No
8235,10/31/2023,00:47:18,72,1.2,Yes,5,158,4,Agent 17,No,60.51,380.36,Cust9273,Product Feedback,Printer,1069.41,10/31/2023 09:42:15,Yes
8236,10/22/2023,06:18:56,75,11.03,No,1,243,2,Agent 47,Yes,57.62,258.35,Cust382,Account Management,Speaker,5262.16,10/22/2023 23:27:05,Yes
8237,10/23/2023,11:32:46,119,51.31,No,2,287,5,Agent 10,Yes,120.19,411.81,Cust560,Product Feedback,Printer,5619.56,10/23/2023 12:26:02,Yes
8238,11/11/2023,18:03:53,56,5.92,Yes,4,250,1,Agent 40,Yes,172.52,10.98,Cust6122,Technical Support,Smartwatch,7373.1,,No
8239,11/1/2023,19:34:17,51,54.54,Yes,1,211,4,Agent 43,No,176.59,334.78,Cust6657,Product Feedback,Charger,1982.58,11/03/2023 05:56:10,Yes
8240,11/10/2023,13:00:04,35,33.28,No,3,294,2,Agent 30,No,161.51,254.23,Cust4419,Return & Refund,Tablet,702.12,,No
8241,10/18/2023,19:05:19,29,37.9,Yes,3,53,1,Agent 38,No,90.02,193.42,Cust1840,Product Feedback,Speaker,7857.02,10/18/2023 23:12:27,Yes
8242,11/14/2023,19:01:18,8,20.45,No,4,74,4,Agent 23,No,18.44,28.25,Cust5329,Data Security,Speaker,9133.69,11/18/2023 03:53:05,No
8243,11/24/2023,03:27:38,53,19.77,Yes,2,91,3,Agent 47,No,38.16,131.36,Cust7097,Shipping Status,Headphones,3672.13,,No
8244,11/17/2023,02:38:49,26,14.29,No,1,238,4,Agent 16,No,116.29,162.03,Cust2700,Promotions & Offers,Tablet,8477.67,,No
8245,11/14/2023,12:33:46,28,48.52,Yes,5,126,3,Agent 18,Yes,198.05,481.75,Cust1416,Product Setup,Router,195.87,,No
8246,10/24/2023,15:22:21,67,41.0,No,1,233,5,Agent 2,No,162.2,122.78,Cust45,Shipping Status,Headphones,5895.52,10/26/2023 18:13:39,No
8247,11/1/2023,21:41:49,68,55.64,No,3,242,1,Agent 2,Yes,102.13,171.87,Cust9481,Return & Refund,Smartphone,3277.36,,No
8248,10/22/2023,22:14:52,57,10.27,Yes,5,242,4,Agent 50,Yes,42.41,95.35,Cust1293,Product Setup,Charger,9171.38,,No
8249,11/16/2023,03:13:17,118,31.01,No,4,122,2,Agent 6,No,163.93,168.42,Cust6492,Return & Refund,Camera,8930.28,11/16/2023 16:54:20,Yes
8250,11/15/2023,08:09:53,95,40.6,No,3,289,1,Agent 9,Yes,169.15,170.32,Cust5717,Product Feedback,Speaker,9032.8,,No
8251,10/21/2023,15:06:55,89,11.62,No,1,76,2,Agent 38,No,91.0,124.98,Cust5272,Promotions & Offers,Tablet,1417.56,,No
8252,11/15/2023,11:04:01,45,29.97,No,1,38,1,Agent 26,Yes,158.08,30.29,Cust6352,Product Feedback,Smartphone,3942.99,11/18/2023 01:25:25,No
8253,11/8/2023,12:15:19,39,59.62,No,5,278,3,Agent 46,Yes,80.29,24.92,Cust1662,Product Setup,Speaker,3148.87,11/09/2023 05:36:12,Yes
8254,11/24/2023,20:41:58,49,3.01,Yes,3,102,2,Agent 36,No,36.25,442.4,Cust1224,Warranty Claim,Camera,9090.9,,No
8255,11/25/2023,05:11:46,10,18.42,No,1,28,4,Agent 47,Yes,125.77,337.93,Cust5339,Warranty Claim,Printer,4056.16,,No
8256,10/19/2023,22:26:23,21,16.83,Yes,2,130,5,Agent 3,No,48.62,425.53,Cust4300,Promotions & Offers,Smartwatch,349.09,,No
8257,11/19/2023,02:49:28,23,1.84,Yes,5,223,3,Agent 6,No,124.91,141.32,Cust5529,Data Security,Charger,6566.5,,No
8258,10/23/2023,02:52:37,41,29.4,No,3,278,2,Agent 30,No,167.2,245.92,Cust6187,Return & Refund,Tablet,1127.12,10/26/2023 05:29:36,No
8259,11/7/2023,15:54:14,18,34.73,No,3,119,3,Agent 21,No,176.85,127.28,Cust9593,Data Security,Laptop,4557.88,,No
8260,11/5/2023,21:02:26,114,37.62,No,2,222,4,Agent 47,Yes,157.2,293.86,Cust4192,Shipping Status,Tablet,1005.48,11/05/2023 22:23:10,Yes
8261,10/27/2023,15:28:44,109,7.99,Yes,5,69,4,Agent 47,No,55.99,391.11,Cust7247,Account Management,Smartphone,2906.49,,No
8262,11/14/2023,12:55:22,5,19.7,No,4,68,4,Agent 23,No,33.98,50.92,Cust6873,Data Security,Speaker,9658.55,,No
8263,11/7/2023,02:28:21,113,52.95,Yes,2,62,5,Agent 4,No,151.8,342.78,Cust2553,Product Setup,Charger,9539.87,,No
8264,11/10/2023,13:06:13,42,14.43,No,3,20,2,Agent 43,No,127.16,85.23,Cust9190,Data Security,Charger,6102.53,,No
8265,11/13/2023,07:14:26,47,5.07,Yes,3,115,5,Agent 13,No,40.31,473.88,Cust8851,Product Setup,Speaker,7681.16,,No
8266,11/1/2023,20:36:24,83,32.02,No,5,70,1,Agent 25,No,185.33,111.26,Cust3210,Account Management,Tablet,856.84,,No
8267,10/18/2023,08:47:45,50,11.89,Yes,3,25,1,Agent 36,No,21.64,320.04,Cust3539,Billing Inquiry,Speaker,9631.31,,No
8268,10/26/2023,23:58:48,69,25.16,Yes,3,154,4,Agent 46,No,73.49,310.95,Cust7802,Billing Inquiry,Printer,5251.64,,No
8269,10/23/2023,17:20:32,87,7.19,No,5,133,2,Agent 22,No,47.65,371.96,Cust6778,Account Management,Headphones,6098.39,10/26/2023 15:18:30,No
8270,11/15/2023,18:50:58,20,19.57,No,1,250,4,Agent 16,No,131.74,176.29,Cust2335,Promotions & Offers,Tablet,8394.14,11/17/2023 12:28:06,Yes
8271,10/26/2023,16:14:58,24,37.74,No,3,105,3,Agent 21,No,190.45,132.08,Cust1674,Data Security,Laptop,4902.25,10/30/2023 16:38:35,No
8272,10/31/2023,07:00:27,43,34.75,No,4,184,2,Agent 10,Yes,18.49,404.38,Cust5685,Promotions & Offers,Laptop,6064.89,,No
8273,11/3/2023,12:28:39,118,8.57,No,3,236,1,Agent 13,No,136.48,342.97,Cust7348,Billing Inquiry,Smartwatch,567.86,,No
8274,11/19/2023,01:19:43,65,44.7,No,4,123,5,Agent 47,No,19.22,297.39,Cust8602,Account Management,Tablet,4095.93,,No
8275,11/19/2023,10:10:08,74,51.6,No,4,256,5,Agent 43,Yes,67.49,313.31,Cust3822,Warranty Claim,Smartwatch,9623.12,,No
8276,10/25/2023,11:46:48,65,23.85,No,2,194,1,Agent 8,No,45.12,131.32,Cust8637,Billing Inquiry,Smartwatch,8515.97,10/25/2023 14:51:37,Yes
8277,11/2/2023,00:18:54,82,12.06,Yes,1,118,1,Agent 46,No,158.4,287.53,Cust7407,Product Setup,Router,7143.33,,No
8278,10/26/2023,11:16:40,42,19.8,Yes,4,170,1,Agent 18,Yes,127.96,147.95,Cust4101,Product Setup,Smartphone,8692.05,,No
8279,11/24/2023,16:11:53,42,16.93,Yes,2,77,3,Agent 47,No,25.82,110.61,Cust7574,Shipping Status,Headphones,3893.93,11/26/2023 16:41:55,No
8280,11/6/2023,23:52:40,72,49.22,No,1,217,5,Agent 2,No,156.99,132.5,Cust8121,Shipping Status,Headphones,5763.02,,No
8281,10/16/2023,17:51:08,102,10.17,Yes,4,275,2,Agent 30,Yes,182.83,123.94,Cust8821,Shipping Status,Smartphone,1374.97,10/16/2023 21:56:23,Yes
8282,10/20/2023,07:54:28,56,55.55,Yes,3,57,4,Agent 3,Yes,157.73,273.56,Cust4640,Account Management,Camera,585.72,,No
8283,11/19/2023,21:11:39,48,40.3,No,4,167,2,Agent 10,Yes,18.7,378.12,Cust5288,Promotions & Offers,Laptop,5682.54,11/20/2023 00:11:07,Yes
8284,11/1/2023,14:27:26,60,21.88,Yes,2,182,1,Agent 5,No,123.31,379.48,Cust6367,Shipping Status,Tablet,2391.86,11/22/2023 14:33:26,No
8285,11/21/2023,20:28:53,28,1.2,Yes,5,230,3,Agent 6,No,137.05,133.21,Cust2785,Data Security,Charger,6428.06,11/21/2023 21:06:09,Yes
8286,11/12/2023,04:31:32,119,57.36,Yes,3,192,3,Agent 44,Yes,44.34,114.69,Cust5232,Data Security,Smartphone,6928.25,,No
8287,11/6/2023,23:58:26,22,30.77,Yes,5,257,4,Agent 26,Yes,10.24,389.6,Cust5696,Promotions & Offers,Camera,9741.74,11/07/2023 01:43:17,Yes
8288,11/18/2023,05:52:53,40,48.97,No,1,203,1,Agent 36,Yes,155.82,23.04,Cust5512,Product Feedback,Printer,7004.82,,No
8289,11/14/2023,20:49:35,73,53.24,Yes,2,11,4,Agent 42,Yes,69.88,253.73,Cust3362,Return & Refund,Router,5514.32,,No
8290,11/8/2023,22:31:52,120,9.02,No,5,84,3,Agent 42,No,161.09,402.16,Cust666,Warranty Claim,Headphones,9471.94,,No
8291,10/20/2023,02:29:28,120,54.56,Yes,3,198,3,Agent 44,Yes,57.5,92.35,Cust5219,Data Security,Smartphone,6815.54,,No
8292,11/17/2023,17:55:26,47,37.96,No,1,23,1,Agent 26,Yes,168.82,46.98,Cust8345,Product Feedback,Smartphone,4106.2,,No
8293,11/18/2023,21:34:21,81,23.46,Yes,3,210,4,Agent 27,No,84.7,403.23,Cust7076,Product Feedback,Smartwatch,3291.26,,No
8294,11/21/2023,09:22:28,33,46.76,Yes,1,83,1,Agent 7,Yes,69.01,417.23,Cust3032,Promotions & Offers,Tablet,1076.45,11/29/2023 02:01:55,No
8295,10/20/2023,18:28:59,72,3.52,Yes,4,117,2,Agent 44,Yes,53.8,40.01,Cust5944,Warranty Claim,Camera,8242.9,,No
8296,11/24/2023,12:28:59,88,49.65,Yes,5,86,2,Agent 31,Yes,41.79,78.4,Cust1059,Billing Inquiry,Headphones,5279.99,,No
8297,11/3/2023,04:14:43,84,41.25,Yes,1,236,1,Agent 41,No,97.44,328.23,Cust6293,Technical Support,Smartphone,4496.43,,No
8298,10/25/2023,09:47:42,5,1.2,No,4,119,4,Agent 49,No,138.67,422.35,Cust3554,Promotions & Offers,Charger,7628.32,,No
8299,11/14/2023,02:03:17,45,1.2,Yes,3,99,2,Agent 36,No,24.24,433.85,Cust5549,Warranty Claim,Camera,9708.26,,No
8300,11/16/2023,15:07:35,80,7.01,Yes,4,112,2,Agent 44,Yes,64.07,42.36,Cust795,Warranty Claim,Camera,7635.45,,No
8301,10/16/2023,17:36:12,81,6.86,No,5,134,2,Agent 22,No,52.66,359.94,Cust4199,Account Management,Headphones,6584.31,,No
8302,10/29/2023,16:32:15,107,41.77,Yes,2,104,2,Agent 36,Yes,26.85,181.79,Cust267,Warranty Claim,Router,3973.06,10/30/2023 10:05:53,Yes
8303,11/4/2023,09:48:43,17,45.84,No,1,161,4,Agent 24,No,41.54,318.31,Cust7437,Warranty Claim,Charger,4217.58,11/11/2023 13:34:08,No
8304,11/19/2023,14:34:19,47,13.49,Yes,3,36,1,Agent 36,No,26.57,316.39,Cust3682,Billing Inquiry,Speaker,9108.92,,No
8305,10/17/2023,12:10:06,82,25.18,Yes,2,101,3,Agent 48,Yes,79.02,363.87,Cust9458,Return & Refund,Smartphone,6095.32,,No
8306,11/15/2023,17:17:07,87,27.5,Yes,4,240,1,Agent 22,Yes,128.58,41.58,Cust4895,Return & Refund,Smartwatch,2571.4,11/16/2023 04:18:10,Yes
